CourseNumber,CourseTitle,CourseDescription,CourseDepartment
BUSI 206,Business in Africa,"Permission of the School required. The South Africa immersion focuses on: Inclusive business and leadership. Chapel Hill classes cover the economy, political life, and regional culture. The focus on inclusive business explores topics like inclusive business models, social entrepreneurship, grassroots business, social innovation, and mobile technology. Within these topics, leadership is a recurring theme. Additionally, students visit multi-nationals, local companies, small business entrepreneurs and non-profit organizations. Application and permission required. Additional fees apply.",BUSINESS ADMINISTRATION
BUSI 207,Business in Oceania,Business in Oceania,BUSINESS ADMINISTRATION
BUSI 220,Persuasion with Data,"This class will emphasize research methods appropriate for projects that are designed to identify an important business-related problem and to evaluate  potential solutions based on systematic empirical evidence. Even though the focus is on using empirical evidence, students may need to explore additional resources or skills not covered in the class as part of their research, such as data analytics, data visualization. Kenan Scholars only.",BUSINESS ADMINISTRATION
BUSI 221,Kenan Scholars Research Seminar,"This course is designed for Kenan Scholars who do not elect to pursue the honors thesis nor an independent study. Instead, students in this course will gain hands-on research experience by undertaking a semester-long group project. Guided by a faculty advisor, students will enhance their subject matter expertise and research competencies.",BUSINESS ADMINISTRATION
BUSI 286,Introduction to Personal Finance,"Introduces the fundamental principle tools of finance including time value of money (TVM), risk vs return, and asset pricing. It increases the student's understanding of the process of accumulating and protecting personal wealth by learning how to identify and analyze risk and return, understand the complexities of budgeting. It also covers investment alternatives, retirement planning, and how to transfer wealth. Intended for seniors and juniors who are not pursuing a business major/minor.",BUSINESS ADMINISTRATION
BUSI 305,Business German, GERM 304 recommended but not required. As a continuation of GERM 304 the course offers a more advanced treatment of the current German economic and business debates and events while further strengthening relevant German language skills.  Course conducted in German.,BUSINESS ADMINISTRATION
BUSI 350,Symposium Core Committee,"Service on the B.S.B.A. Symposium Core Committee to plan, execute, and evaluate the annual event. Previously offered as BUSI 650. Permission of the instructor.",BUSINESS ADMINISTRATION
BUSI 390,Business Topics,Varied topics in business administration.,BUSINESS ADMINISTRATION
BUSI 393,Business Internship Project II,This course provides students with a format for reflection while performing a professional internship that enhances their ability to achieve career objectives. Previously offered as BUSI 593. Permission of the department.,BUSINESS ADMINISTRATION
BUSI 401,Management and Corporate Communication,"Open to business majors.  Writing- and speaking-intensive course that emphasizes professional communication. Provides opportunities to learn and apply the conventions and expectations for standard business documents and presentations. Features strategies for addressing informative, persuasive, and bad-news messages using a variety of media (print documents, electronic messages, and oral presentations).",BUSINESS ADMINISTRATION
BUSI 402,Applied Microeconomics for Business," The course emphasizes the application of economic analysis to solve a range of practical business problems that fall into one of these broad categories. The course makes regular use of mathematics (elements of algebra, geometry, and calculus), and includes a solution of optimization problems using Excel. Students may not receive credit for both BUSI 402 and ECON 410.",BUSINESS ADMINISTRATION
BUSI 403,Operations Management,Analysis of the operations functions in both manufacturing and service organizations. Formulating operational policies that improve efficiency and support high-level business strategy. Developing remedies that mitigate uncertainty and variability in operational processes.,BUSINESS ADMINISTRATION
BUSI 404,Business Ethics,An examination of ethical issues that affect business.,BUSINESS ADMINISTRATION
BUSI 405,Leading and Managing: An Introduction to Organizational Behavior,"An introduction to leading and managing in organizations. Examines the impact of individual, group, and organizational factors on organizational performance and employee attitudes. Topics include leadership, perceptions, attitudes, motivation, group development, norms and cohesiveness, empowerment, conflict, negotiations, culture, structure, stress, innovation, and change.",BUSINESS ADMINISTRATION
